,Aruba,Afghanistan,Angola,Albania,Andorra,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,South Sudan,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1988,,,,,,,22476661049,,,,57214000000,55887949000.0,,,110649559000.0,435627764010,667385464120.0,254415787571.766,133782163260.0,,,,,690178452.630035,,3340896485.75501,67535913275.3597,,,,16500861827.3493,,210859523000,132382630000.0,,4953773776638.18,,,652581718880,953477003700.0,372841953380,23030534182000,52443974254.0,,1958884961400.0,8779017592.0,,,4486117497.5,,301876134000.0,,,299178047000.0,204581319510.0,1761816523500,5470575000.0,159402873250,,79775922000.0,,,26535000000.0,,208034728000,,,1256149056600,170736934000.0,,,,,,,,19824978000,,,37260950045,,,710855988811.822,47800363190,,33611921158.0,,341646867540000,,1599018560900,23327741000.0,2334705026785950,,500920085000.0,89293090000.0,198039939000.0,,5752409255.98543,35068600000000.0,,258234214100,,,,,64503700000000,,,,,,,,566035159685.676,1780969400.0,,15466636000.0,,26081000000.0,,90956500000.0,,,1954245749581.93,,779378268570,,,424168065900.0,,,,,,38094007131.0,32355432597.0,97021783723.8804,,84865088592,17842357846.0,,,1958685219300.0,24761639082.0,130439584000.0,345947000000.0,,,17351256000.0,,2279193319290.27,4868584866.9,21278000000,828337223980,,3873528500.0,,,,21306635000.0,14758591661000,,,,,,159092955440,,1270640088.82517,1458804911500,70995600000,3832354382.65787,499833387900.0,2270862825.7,,24688799744.0,,,,,,,560429861000,6669416000,,2550329268.95,218559000000.0,,1581478216300.0,895292304070.0,963240484000,,,,,,12083053498.0,42545362700.0,,,3572048199000.0,,74286416128,664558909000.0,,,5757706200.0,,,,,,,,344762000000.0,1226049000.0,27078800707.1636
1987,,,,,,,24756225474,,,,51440000000,51066053000.0,,,100207754000.0,421788236230,651085813500.0,236681898105.172,152883309210.0,,,,,574453647.242028,,3346782565.05943,68294166835.0778,,,,13184145807.2229,,185737572000,125298218000.0,,4391904868590.59,,,819826246970,836353814800.0,369803981900,21614498514000,51071419565.0,,1976829079400.0,8511499629.7,,,3961702045.4,,286210476000.0,,,287052151000.0,200897163790.0,1703884419400,6606438000.0,154660308430,,68724625000.0,,,23933000000.0,,191836595000,,,1105589171600,151386628000.0,,,,,,,,18470081000,,,35907867028,,,577497357796.653,44482197835,,,,420201510170000,,1464376823300,22237273000.0,2743357968523950,,524990295000.0,91727702000.0,186897401000.0,,6324595118.96833,29469600000000.0,,236852938710,,,,,56970500000000,,,,,,,,577593734058.189,1289403600.0,,14003158000.0,,23696000000.0,,87146990000.0,,,2000650145440.09,,570058620870,,,417362376600.0,,,,,,38988450857.0,35567854684.0,80919181785.0632,,70889428628,18515531108.0,,,2097123360100.0,20746665469.0,120167558000.0,354489000000.0,,,17318427000.0,,2359534210927.74,6342124492.2,23709000000,696644540580,,3529794000.0,,,,18058924000.0,13118933313000,,,,,,159711196410,,1153705483.11489,1435209089500,56052500000,2928916116.87088,552128314000.0,2277438026.0,,38589898752.0,,,,,,,533643866000,6026760700,,1975052086.19,226434000000.0,,1497742331600.0,815220188920.0,690176106500,,,,,,10403211467.0,44556477100.0,,,3214161192700.0,,74598776586,639441143000.0,,,5006047900.0,,,,,,,,282803000000.0,1228318300.0,23911770773.996
1986,,,,,,,22205846738,,,,53993000000,49180934000.0,,,93868889000.0,460108220220,669494840140.0,223914752491.005,141995713550.0,,,,,447780553.898307,,3106524447.21118,70364960639.2042,,,,11618332863.7651,,176220328000,127062668000.0,,3702818239324.32,,,839985961550,678409145100.0,484694539400,20518158343000,50248357073.0,,1681232559700.0,8660818902.0,,,3468555241.1,,273685993000.0,,,290474374000.0,170222141820.0,2389739930400,5600217000.0,168426666210,,55071010000.0,,,21998000000.0,,178167742000,,,1819327082700,140321306000.0,,,,,,,,18083088000,,,24287271654,,,455385664044.307,43511790985,,,,412057893530000,,1489220285500,20943563000.0,2493934890106960,,425902888000.0,76492389000.0,166822725000.0,,5551775409.71914,26944000000000.0,,209074147570,,,,,48241800000000,,,,,,,,579166142571.28,1141128800.0,,13049749000.0,,20947000000.0,,80162140000.0,,,2151899957615.08,,542186603680,,,434553445600.0,,,,,,37439563974.0,40355452726.0,59718953428.0245,,65351668395,16381179965.0,,,3336340923700.0,20045182495.0,116052371000.0,378627000000.0,,,15937511000.0,,2313451891699.77,7423051732.7,21160000000,544630944590,,3428452500.0,,,,14674860000.0,11300799410000,,,,,,178360320580,,1244980431.46856,1539505721700,49472200000,2659080113.10085,602907445100.0,2272745478.2,,41766899712.0,,,,,,,497158860000,5194890700,,2010373118.71,191095000000.0,,1566951907100.0,855635778990.0,516759215200,,,,,,10774954550.0,,,,2728281487700.0,,64418665280,603571884000.0,,,4614183700.0,,,,,,,,273255000000.0,1195420700.0,24838582974.9596
1985,,,,,,,18839678146,,,,54121000000,50986489000.0,,,89750334000.0,532006482830,630641211870.0,233630400568.664,138301015380.0,,,,,439445452.742264,,2851490034.30488,54705967131.3016,,,,11391775928.4886,,165354315000,114003301000.0,,3431272725151.07,,,718550862400,691299420000.0,620022359610,19717441484000,49327310951.0,,1429796076800.0,9527708755.6,,,3895145306.9,,265108138000.0,,,267770216000.0,141909853110.0,3063769022500,5628605000.0,178979217250,,46995831000.0,,,21249000000.0,,167035005000,,,1898191784400,131297125000.0,,,,,,,,15879451000,,,28426113917,,,408173546704.828,41195335926,,,,395569864430000,,1271925011600,19827699000.0,2864366995083920,,421900978000.0,70542128000.0,158401354000.0,,5622429764.13014,25842100000000.0,,178933990510,,,,,36217000000000,,,,,,,,537856016810.305,1037317300.0,,12829757000.0,,17424000000.0,,81864070000.0,,,2470537511879.75,,586670023660,,,485711471100.0,,,,,,33906974117.0,35565868758.0,46653773415.5237,,69871580014,15430889076.0,,,4770856237900.0,23402878824.0,112870860000.0,338900000000.0,,,15620273000.0,,2371830626337.88,6963533241.0,17224000000,495090535690,,3499613800.0,,,,12555149000.0,8136663333700,,,,,,154982402730,,1639161076.55795,1470341273300,44604600000,2551487276.15457,529012440900.0,2348211949.6,,16866499584.0,,,,,,,480046004000,5572677600,,1860329668.88,214597000000.0,,1562781697800.0,729711335800.0,521602380000,,,,,,11001134945.0,,,,2642187259400.0,,49798776003,556137130000.0,,,4632312800.0,,,,,,,,280124000000.0,1055436600.0,21569832364.4235
1984,,,,,,,21664247493,,,,46400000000,48311050000.0,,,89386301000.0,450979439850,505259669740.0,217853582455.504,124602890480.0,,,,,520989783.908537,,2361023105.40173,54676539224.0233,,,,10584896220.3552,,152736580000,107479862000.0,,3803252653041.77,,,671065147280,639166172300.0,618089105000,21114472797000,48227542688.0,,1349003779600.0,8751472734.4,,,4080522069.2,,254838873000.0,,,243582607000.0,136249601320.0,2898551584700,5186929000.0,177852728290,,43697277000.0,,,19978000000.0,,159469626000,,,1863333091800,128072074000.0,,,,,,,,15205760000,,,32633178832,,,386061955799.93,41038818692,,,,375740758230000,,1116988544500,19204639000.0,3078009035354380,,385582170000.0,71322374000.0,151905506000.0,,6074851359.00719,26526000000000.0,,192653724690,,,,,36971900000000,,,,,,,,575169719484.119,913571100.0,,12042803000.0,,17608000000.0,,79328080000.0,,,2210529097687.39,,528609976400,,,372170028800.0,,,,,,41785225303.0,35215169952.0,43647919539.3288,,77493845243,14964547378.0,,,4423477520400.0,23268003073.0,107254634000.0,311349000000.0,,,15385537000.0,,2177658599873.85,4904043599.1,19897000000,573502315790,,3572363500.0,,,,12380594000.0,9053722531800,,,,,,149433474660,,2154491920.30398,1509529324100,46473600000,2635170593.77945,471071178500.0,2368296453.8,,48414400512.0,,,,,,,445015096000,7660463900,,1607057591.25,154728000000.0,,909525372900.0,613315653910.0,597262019500,,,,,,12651865402.0,,,,2644847277900.0,,50328368962,522245633000.0,,,4810394700.0,,,,,,,,325863000000.0,868943300.0,20169401777.9923
1983,,,,,,,20690725799,,,,43778000000,45301528000.0,,,84015588000.0,450446357020,542490878580.0,232919371847.546,113736154070.0,,,,,447365948.579792,,1900410569.85264,56358137496.6048,,,,9581479935.97662,,130118386000,101491604000.0,,3368946012308.06,,,530145627170,430151757200.0,638250188280,21984872293000,46323524790.0,,1218930807000.0,8107321300.3,,,3506524213.7,,242072764000.0,,,231186812000.0,144366462570.0,2827855298400,5380349000.0,149938994380,,44287935000.0,,,19796000000.0,,154223568000,,,1832182770800,116560848000.0,,,,,,,,15535497000,,,30461423634,,,338749519395.687,35404198277,,,,406267935290000,,1303827887900,17481926000.0,4478923190170750,,353274680000.0,71071040000.0,134641492000.0,,6364536337.76761,23980500000000.0,,163450176760,,,,,35440800000000,,,,,,,,519272968495.711,768429700.0,,10572336000.0,,16739000000.0,,73650790000.0,,,1901831138725.42,,448707531710,,,336476878200.0,,,,,,44872834797.0,37297206092.0,40044875995.4914,,72760142202,14784153910.0,,,6401165247300.0,23628424638.0,101611561000.0,294414000000.0,,,13794438000.0,,2030780712062.16,4778895396.1,23630000000,688304785850,,3638124300.0,,,,12956252000.0,7725162178400,,,,,,145832142990,,2386283635.25026,1440595554800,43000900000,2630047125.35344,539244056800.0,2341008895.7,,52705001472.0,,,,,,,422603248000,8804104500,,1507464192.35,156453000000.0,,872202382900.0,556576680580.0,554908561800,,,,,,11972202730.0,,,,2754086210700.0,,58742223858,420003235000.0,,,3116795900.0,,,,,,,,272008000000.0,890950000.0,20561583763.885
1982,,,,,,,22229860360,,,,47813000000,43485191000.0,,,85063770000.0,609035454080,622267474720.0,242997504978.523,107932863650.0,,,,,498272873.677552,,2188318244.32548,68269446665.1288,,,,9644112459.07441,,118176272000,100464757000.0,,4127421915128.56,,,521117512660,332335905900.0,811966920700,24178819593000,44192968739.0,,1052531937000.0,7729962397.0,,,3323380749.7,,235709848000.0,,,226718787000.0,138908032480.0,2662763838300,6926404000.0,140874071420,,44825805000.0,,,19014000000.0,,158500883000,,,1596824789700,109379894000.0,,,,,,,,15145522000,,,38011399574,,,310124705590.716,34590308661,,,,361671141850000,,1068850009000,16702671000.0,3228145526890570,,391203332000.0,67087041000.0,138898301000.0,,7051443411.92956,24780800000000.0,,200297406680,,,,,33158100000000,,,,,,,,468717897431.871,693897700.0,,10441881000.0,,14819000000.0,,77552180000.0,,,2221818136703.09,,677713288970,,,291538421300.0,,,,,,55207960162.0,38328320280.0,38877038594.2992,,66750629542,17021112619.0,,,9888438634700.0,20229426643.0,97984932000.0,303435000000.0,,,13904440000.0,,1827770720202.53,5615141922.7,30960000000,707756228240,,3661633200.0,,,,13804173000.0,9909861089400,,,,,,150092096230,,2200740243.50683,1248081421500,40992100000,2530993402.45052,704238338200.0,2059467388.8,,50708701184.0,,,,,,,418344436000,8379415600,,1501673074.26,158354000000.0,,606005538400.0,714634339900.0,417966194000,,,,,,12246250812.0,,,,2633736292200.0,,77486833277,372942580000.0,,,6603145200.0,,,,,,,,324175000000.0,1055890900.0,20240706666.1814
1981,,,,,,,38714471943,,,,42857000000,45122666000.0,,,83926776000.0,794009020330,636629433560.0,222109297586.813,109549429650.0,,,,,613710033.057721,,2925782175.51974,72630415515.9729,,,,9695298388.19042,,140480019000,98318878000.0,,6358077500311.73,,,569574862520,398488107600.0,558138880490,22394521741000,41541139776.0,,1285367809800.0,7132320505.5,,,2946373731.9,,237562349000.0,,,219824028000.0,169941799580.0,2708813595500,6737467000.0,162246583970,,42719980000.0,,,18603000000.0,,153048771000,,,1765432082900,104240081000.0,,,,,,,,15550774000,,,48108355124,,,316932663414.819,45264784004,,,,334240794020000,,1033162808000,17240101000.0,3618025726083490,,393446760000.0,65297420000.0,138973707000.0,,7313878532.09322,24924200000000.0,,238809498940,,,,,32663700000000,,,,,,,,408819406125.759,577147600.0,,10472491000.0,,,,76430750000.0,,,2505386584063.67,,1090482689600,,,298801915900.0,,,,,,52128711107.0,32188239117.0,42258396948.0495,,58679854431,19160984982.0,,,13374841944000.0,27759881854.0,99051483000.0,288595000000.0,,,13705061000.0,,1836460976663.24,6009358642.1,30880000000,690567029060,,3705155900.0,,,,13290111000.0,9620926755000,,,,,,104980115390,,2048065497.19765,1448802764200,38642900000,2573688972.6673,899813782800.0,2644189094.5,,45359300608.0,,,,,,,399431475000,8945774700,,1410501243.87,187301000000.0,,682101832100.0,688291498160.0,489563534800,,,,,,12135680181.0,,,,,,89680800190,377749967000.0,,,5661830400.0,,,,,,,,392307000000.0,1353100800.0,19721192093.8045
1980,,,,,,,42190516651,,,,39154000000,45397929000.0,,,85582981000.0,725503807600,593546517400.0,467711730881.287,101891983790.0,,,,,607599166.578023,,2703641315.64417,82874838527.6981,,,,9250391505.21282,,137694799000,91529467000.0,,5489467640918.28,,,379610382020,383743361300.0,377829750110,21349282171000,39995350029.0,,1744956061800.0,6002436695.5,,,2874456626.1,,244811243000.0,,,218610134000.0,198893763180.0,2329160558200,6954587000.0,133462003790,,44319322000.0,,,19497000000.0,,155216725000,,,1228459882300,107173030000.0,,,,,,,,14607176000,,,50166405784,,,282265773159.971,51055921653,,,,263057450640000,,938987776270,16950217000.0,3817716649606010,,367309076000.0,59580325000.0,140106597000.0,,5100122247.67869,24334300000000.0,,302429459010,,,,,31205600000000,,,,,,,,439467653615.138,479014400.0,,10781318000.0,,,,71285300000.0,,,3613939042974.28,,926325293280,,,307768075600.0,,,,,,57107847188.0,26064468166.0,46909910275.6123,,55572851605,16640773127.0,,,,29037974797.0,101716460000.0,284295000000.0,,,12349680000.0,,2321462323365.02,6565947189.7,26092000000,696074283410,,3699437400.0,,,,12987266000.0,9290683939000,,,,,,106608729800,,1855557217.02425,1110911175600,35167400000,2621508011.31009,1056762039200.0,3027647568.3,,50950098944.0,,,,,,,415427619000,8573288300,,1512238135.97,204172000000.0,,872047316800.0,732871708800.0,486827810900,,,,,,10738283941.0,,,,,,88786008542,368136094000.0,,,5076124400.0,,,,,,,,344929000000.0,1611742000.0,17525987145.2715
1979,,,,,,,28827277695,,,,39114000000,42946659000.0,,,87259225000.0,614989884880,539225118660.0,350507863022.14,,,,,,,,3416979149.7,82309751227.3962,,,,8691234303.28857,,142059675000,85383472000.0,,4617402987505.06,,,382869776830,303821508500.0,267419344380,17977909448000,,,1806972684300.0,6240962939.2,,,2717221227.9,,237481804000.0,,,231491527000.0,176446229850.0,2253569141600,6355057000.0,123430334250,,42934989000.0,,,17961037000.0,,147620097000,,,1057790734600,111089305000.0,,,,,,,,13359885000,,,54896511152,,,237010452208.006,49928997570,,,,228510151750000,,821122260700,17748161000.0,3742645859325170,,356643586000.0,62581179000.0,132713176000.0,,4781219331.47334,26381798792000.0,,274970146870,,,,,32282500000000,,,,,,,,368527421791.008,390979300.0,,10377808000.0,,,,81336670400.0,,,4630093371967.05,,675240716270,,,280314025200.0,,,,,,,25737105582.0,51664409000.8577,,46114729284,,,,,15989875224.0,100728978000.0,276836000000.0,,,13264071000.0,,2232076552591.44,5532652903.3,18149000000,582004308800,,3377305300.0,,,,12147092000.0,8431268189100,,,,,,90129733917,,1397716177.71345,1134037773400,28992100000,,1397058465400.0,4087433512.4,,44901998592.0,,,,,,,413773031000,5885950700,,,205026000000.0,,944655692200.0,818675102220.0,487615857400,,,,,,10276124353.0,,,,,,82500328997,394386972000.0,,,5131907200.0,,,,,,,,289672000000.0,1428197300.0,15609177688.2874
1978,,,,,,,18647028589,,,,36194000000,38955337000.0,,,80086742000.0,482404048530,534416459720.0,315877167152.706,,,,,,,,3457650982.5,75933605667.4806,,,,7738572080.36034,,132560298000,79907114000.0,,3760256866418.07,,,343773392840,299525251700.0,334453041160,17838333012000,,,1755766298700.0,6181611834.8,,,2326813345.6,,216621102000.0,,,217026352000.0,157440720190.0,2461445584300,6209434000.0,109478525480,,38540624000.0,,,15163853000.0,,135676818000,,,1238989185300,101317425000.0,,,,,,,,12175993000,,,59308244025,,,201770218109.554,48676859700,,,,190145013230000,,688163339790,15587570000.0,4964581136728690,,348059167000.0,62862949000.0,118501519000.0,,4175920173.16108,23364842262000.0,,339599144540,,,,,28423400000000,,,,,,,,309825517841.381,271873000.0,,9752684000.0,,,,78511164600.0,,,3353846398476.13,,521616904660,,,262974739600.0,,,,,,,27518484545.0,51664409000.8577,,38290283036,,,,,19687019616.0,95298798000.0,274347000000.0,,,11786903000.0,,1713732671635.48,5386569840.7,18287000000,501272614640,,3135865600.0,,,,10789827000.0,7545245758400,,,,,,85275411372,,1208445992.14619,1070334538700,23708500000,,1148803796800.0,4466408647.4,,36147998720.0,,,,,,,370764531000,5036446100,,,181327000000.0,,1072196687200.0,965904603640.0,403327199000,,,,,,8930514248.9,,,,,,67826613564,387936257000.0,,,6631037000.0,,,,,,,,292478000000.0,1564551300.0,16352489313.9461
1977,,,,,,,19667145818,,,,37973000000,39352125000.0,,,78005319000.0,456312851560,532949218320.0,199094727285.344,,,,,,,,3325276706.4,72731270832.4358,,,,6757617118.48452,,128520863000,72036571000.0,,3202018732574.24,,,316304212250,393412767600.0,337319781430,14776731290000,,,1633221102500.0,5808085056.5,,,2203079893.6,,205425581000.0,,,214942162000.0,161541678870.0,2281915847300,5983519000.0,109467164070,,38930378000.0,,,15786891000.0,,129920998000,,,1525923197900,97672823000.0,,,,,,,,11647804000,,,56829486891,,,167104630638.175,43230058000,,,,164485257700000,,687825316160,13471606000.0,7122964285446230,,335832873000.0,57678376000.0,111834800000.0,,3885697276.89069,21854390674000.0,,266456331310,,,,,21785100000000,,,,,,,,226284536371.785,244685700.0,,9115838000.0,,,,96941001500.0,,,2960588658478.93,,427503912100,,,177723738200.0,,,,,,,34633796904.0,50926345989.7517,,33923748308,,,,,26080711021.0,89321663000.0,325798000000.0,,,11597346000.0,,1604246725359.42,4687318895.4,24179000000,444668124010,,3072010700.0,,,,10770709000.0,6604465090400,,,,,,66699804862,,1312734118.89115,1304113390700,20955600000,,1032524013200.0,4393602149.5,,38741999616.0,,,,,,,392343157000,4065807400,,,210443000000.0,,1162104738300.0,773804445880.0,378118688100,,,,,,8236855395.9,,,,,,63330666918,356996080000.0,,,6889026100.0,,,,,,,,292214000000.0,1889667900.0,16388748832.2238
1976,,,,,,,14342314576,,,,34672000000,36288835000.0,,,74453212000.0,416657578530,422839028490.0,359852866390.36,,,,,,,,3354172244.4,78817994600.509,,,,6152457451.31589,,128991434000,65936441000.0,,2362825792267.52,,,286280223290,278600559000.0,359546685390,13463952621000,,,1305806597900.0,5347325530.0,,,1726907317.0,,198176687000.0,,,213110779000.0,153111419890.0,1885060962700,5100825000.0,92697726173,,41195651000.0,,,16064879000.0,,127628045000,,,1543911272200,95830669000.0,,,,,,,,10577887000,,,51974306601,,,154740407626.711,36625032700,,,,134620345460000,,539912872270,11893835000.0,6284220078168800,,278514968000.0,59284467000.0,110125220000.0,,3513117301.24902,20995742563000.0,,225228668500,,,,,17845800000000,,,,,,,,239930864291.257,230444800.0,,9152156000.0,,,,78794613200.0,,,2708308142580.72,,522988916610,,,182781587900.0,,,,,,,39679837785.0,46549460813.73,,29299260178,,,,,19205274409.0,86391054000.0,319020000000.0,,,11459843000.0,,1449594861705.65,4875279069.9,24094000000,417527443890,,2753690700.0,,,,9616643000.0,4746246238200,,,,,,69599797769,,1314933415.26789,1128328521300,19136700000,,968988997800.0,3340870019.2,,13243599872.0,,,,,,,407841308000,4261488400,,,150428000000.0,,1112112846100.0,447909567130.0,315886354800,,,,,,7150177847.0,,,,,,58489787178,321814620000.0,,,5341087500.0,,,,,,,,338512000000.0,1912809000.0,16298100886.4881
1975,,,,,,,18157378008,,,,36460000000,30905811000.0,,,66248052000.0,446024501960,463946223240.0,261466102444.69,,,,,,,,3369655891.2,79745398162.8556,,,,5533907333.20907,,121542559000,58322745000.0,,2267860087645.51,,,258507451500,336389991200.0,375678313940,11985836057000,,,1123958280000.0,5072199945.3,,,1238227431.7,,178725492000.0,,,182487333000.0,159331887330.0,1974825732100,5001366000.0,107155117590,,37518809000.0,,,16299600000.0,,107614508000,,,1371926888600,91129676000.0,,,,,,,,9652402000,,,40035338908,,,125234561903.107,33275563900,,,,124536269030000,,529865460400,10372134000.0,6426669231859910,,289060797000.0,60679229000.0,96971873000.0,,,19681914815000.0,,231361274660,,,,,14333000000000,,,,,,,,211211534329.591,148882900.0,,9047877000.0,,,,62396956900.0,,,3739689372973.38,,556731785780,,,203733811500.0,,,,,,,25986382348.0,,,26833642649,,,,,18847111530.0,78433169000.0,282396000000.0,,,11634668000.0,,1355272702947.07,5145045838.5,27567000000,410833415040,,2941441200.0,,,,9300412000.0,2674398159400,,,,,,59379065794,,1249195924.51012,1011739582100,17493300000,,1019762663100.0,2796526530.6,,12338299904.0,,,,,,,374166407000,3542433700,,,157127000000.0,,1032973691700.0,357383431710.0,293830029700,,,,,,6419568247.3,,,,,,57196063757,269180352000.0,,,3981412000.0,,,,,,,,376135000000.0,2563722500.0,
1974,,,,,,,17830980859,,,,35546000000,32412588000.0,,,72866030000.0,420453048130,392002825270.0,293207005080.483,,,,,,,,2821403947.4,83436624158.6244,,,,,,125185086000,68899361000.0,,3685143060940.88,,,245296733180,365636379500.0,357754282310,13466275376000,,,1212803547200.0,4626601675.7,,,,,173651271000.0,,,192018462000.0,155952540710.0,1696082322300,4740177000.0,88756805589,,37859727000.0,,,15902529000.0,,118104671000,,,1070075333400,97562064000.0,,,,,,,,9511975000,,,42150241661,,,120681352066.062,35842444500,,,,115434318010000,,523171681310,11551505000.0,4251757233871440,,331318249000.0,57478468000.0,112956388000.0,,,21939597712000.0,,303677609500,,,,,13756600000000,,,,,,,,212986167376.806,102276000.0,,9943993000.0,,,,47747482900.0,,,3502253261775.07,,579372378990,,,214570564600.0,,,,,,,23512934450.0,,,32366757414,,,,,22184157026.0,80660386000.0,271151000000.0,,,14839456000.0,,1447289268773.18,5399230319.4,28378000000,387307355440,,2879811400.0,,,,12437059000.0,2256050224600,,,,,,69681579466,,966084694.881654,905667686550,18609400000,,1307883078000.0,3019308971.4,,12603799552.0,,,,,,,387737259000,3652702400,,,133853000000.0,,1041313753800.0,290471781530.0,299344559800,,,,,,5844598131.1,,,,,,52409033094,302838375000.0,,,3061014100.0,,,,,,,,388921000000.0,2752031400.0,
1973,,,,,,,16912898380,,,,27272000000,30318945000.0,,,69784063000.0,415338185200,381723154300.0,467912410982.251,,,,,,,,3134566155.6,65061812779.9925,,,,,,113719865000,69578173000.0,,3563586992197.98,,,244546647110,405098173200.0,356320912050,12242183701000,,,1098180022600.0,4583595646.8,,,,,172886106000.0,,,195973551000.0,130117032530.0,1256707275400,3226114000.0,83413632227,,35055373000.0,,,14932646000.0,,111934791000,,,490946365100,96591354000.0,,,,,,,,11180243000,,,36862984514,,,130642774726.939,32680798400,,,,90991844683000,,599679278900,11821936000.0,2366523656516880,,294459876000.0,58470253000.0,109590897000.0,,,21059091262000.0,,253320985420,,,,,11501000000000,,,,,,,,218191513769.798,73794100.0,,9394055000.0,,,,40385019500.0,,,3940029342271.96,,491734516250,,,155327070200.0,,,,,,,14175788710.0,,,23654596899,,,,,21367158457.0,81801568000.0,259776000000.0,,,13100051000.0,,1251728050635.57,4819767508.2,22317000000,336237267560,,2559584300.0,,,,11871911000.0,1353589733900,,,,,,43543951672,,728305589.933266,888539930000,16230000000,,1321717890200.0,2949640833.5,,10997399552.0,,,,,,,352808752000,3635622500,,,88760000000.0,,1166261223300.0,290471781530.0,317462447700,,,,,,4875210503.5,,,,,,55557257808,309857900000.0,,,4239096600.0,,,,,,,,326795000000.0,2360212800.0,
1972,,,,,,,17137317952,,,,26932000000,27675115000.0,,,58846545000.0,420623604380,367044493210.0,943286708667.622,,,,,,,,3072849648.0,54032931303.4769,,,,,,99393836000,65331015000.0,,3765312217827.41,,,269166320030,345584081800.0,354887542050,11804872358000,,,1029729777300.0,4432713192.4,,,,,166805093000.0,,,166363933000.0,114558271800.0,1001586221200,2727824000.0,76580929718,,30039278000.0,,,13242397000.0,,97376296000,,,490946365100,86874854000.0,,,,,,,,8366385000,,,33508703106,,,118443132118.711,27046178000,,,,74972153717000,,554872770400,9931586000.0,1863481825536430,,244710567000.0,42421363000.0,99948496000.0,,,16937681522000.0,,257292644110,,,,,8583300000000,,,,,,,,223908376786.741,55669200.0,,8443584000.0,,,,34741181700.0,,,3865829629072.49,,407083454760,,,161108062800.0,,,,,,,15209589836.0,,,20275701913,,,,,15121572243.0,74063141000.0,225551000000.0,,,10797868000.0,,1410015615321.43,4879174641.8,19871000000,319009645280,,3002119300.0,,,,10538717000.0,1006368589000,,,,,,50906454259,,701485134.491782,894850156150,14097500000,,1187509269000.0,2501804411.7,,10190499840.0,,,,,,,330035805000,3399555900,,,93690000000.0,,995487080300.0,332980416560.0,256806207400,,,,,,4931195895.5,,,,,,50802536625,296117227000.0,,,,,,,,,,,293784000000.0,2855033900.0,
